CustomerID,FirstPurchase,LastPurchase,Orders,Revenue,Quantity,Recency,Frequency,Monetary,Status,Customer_Lifetime_Value
17615,2011-05-01 15:33:00,2011-08-01 14:06:00,3,329.6,140,130,3,329.6,Churned,329.6
17616,2010-12-07 10:04:00,2011-06-19 10:11:00,3,571.1999999999999,224,174,3,571.1999999999999,Churned,571.1999999999999
17618,2010-12-12 16:05:00,2011-12-04 11:50:00,3,971.58,331,6,3,971.58,Active,971.58
17619,2011-01-31 14:18:00,2011-01-31 14:18:00,1,218.52,127,312,1,218.52,Churned,218.52
17620,2011-10-11 12:08:00,2011-10-11 12:08:00,1,81.44,60,60,1,81.44,At Risk,81.44
17621,2010-12-20 13:31:00,2011-11-18 17:11:00,3,1379.9,514,21,3,1379.9,Active,1379.9
17623,2011-11-07 11:32:00,2011-11-07 11:32:00,1,527.05,265,33,1,527.05,At Risk,527.05
17624,2011-05-05 17:59:00,2011-11-25 10:52:00,2,843.48,554,15,2,843.48,Active,843.48
17625,2011-03-27 12:21:00,2011-11-21 13:36:00,4,2047.0,1198,18,4,2047.0,Active,2047.0
17628,2011-09-19 15:21:00,2011-09-19 15:21:00,1,75.75,79,81,1,75.75,At Risk,75.75
17629,2010-12-15 09:58:00,2011-12-04 10:56:00,8,1814.1200000000001,1629,6,8,1814.1200000000001,Active,1814.1200000000001
17630,2011-04-21 14:03:00,2011-06-23 11:58:00,2,503.6,158,170,2,503.6,Churned,503.6
17631,2011-04-21 13:22:00,2011-12-08 09:47:00,3,528.33,334,2,3,528.33,Active,528.33
17633,2011-08-11 15:43:00,2011-11-08 13:25:00,4,1324.84,644,31,4,1324.84,At Risk,1324.84
17634,2011-01-06 12:45:00,2011-11-03 13:09:00,9,2361.9700000000003,840,36,9,2361.9700000000003,At Risk,2361.9700000000003
17636,2011-11-20 14:40:00,2011-11-20 14:40:00,1,285.56,182,19,1,285.56,Active,285.56
17637,2011-08-16 13:25:00,2011-11-08 12:51:00,2,547.0600000000001,280,31,2,547.0600000000001,At Risk,547.0600000000001
17639,2011-03-08 15:22:00,2011-03-08 15:22:00,1,108.5,49,276,1,108.5,Churned,108.5
17640,2011-09-14 09:13:00,2011-09-14 09:13:00,1,621.66,250,87,1,621.66,At Risk,621.66
17642,2011-06-16 12:55:00,2011-08-12 09:11:00,2,712.29,474,120,2,712.29,Churned,712.29
17643,2010-12-01 14:38:00,2010-12-01 14:38:00,1,101.55,71,373,1,101.55,Churned,101.55
17644,2011-03-24 09:44:00,2011-12-08 13:43:00,11,2895.64,1793,1,11,2895.64,Active,2895.64
17646,2010-12-09 14:28:00,2011-05-04 13:17:00,3,1008.39,323,219,3,1008.39,Churned,1008.39
17647,2011-10-05 15:38:00,2011-10-05 15:38:00,1,133.06,30,65,1,133.06,At Risk,133.06
17648,2011-04-04 10:29:00,2011-10-10 09:41:00,4,1797.5,487,61,4,1797.5,At Risk,1797.5
17649,2011-07-24 15:53:00,2011-07-24 15:53:00,1,868.49,399,138,1,868.49,Churned,868.49
17650,2011-11-18 14:52:00,2011-11-18 14:52:00,1,166.07999999999998,150,21,1,166.07999999999998,Active,166.07999999999998
17651,2011-06-15 15:57:00,2011-11-28 10:29:00,10,3945.0,3112,12,10,3945.0,Active,3945.0
17652,2011-03-03 14:05:00,2011-11-14 12:55:00,12,4867.72,2509,25,12,4867.72,Active,4867.72
17653,2011-08-11 15:24:00,2011-11-03 12:46:00,4,1207.56,1409,37,4,1207.56,At Risk,1207.56
17654,2011-03-07 13:17:00,2011-03-07 13:17:00,1,117.55,41,277,1,117.55,Churned,117.55
17655,2010-12-08 16:45:00,2011-11-29 11:34:00,7,2638.94,1116,11,7,2638.94,Active,2638.94
17656,2011-08-03 10:45:00,2011-09-27 13:04:00,5,1674.69,1399,73,5,1674.69,At Risk,1674.69
17658,2011-05-12 15:23:00,2011-11-14 12:07:00,2,595.42,616,26,2,595.42,Active,595.42
17659,2010-12-02 16:46:00,2011-11-22 13:29:00,12,2999.46,1525,17,12,2999.46,Active,2999.46
17660,2011-07-21 13:37:00,2011-07-21 13:37:00,1,196.0,130,141,1,196.0,Churned,196.0
17663,2011-02-25 14:11:00,2011-11-14 08:56:00,7,1802.91,797,26,7,1802.91,Active,1802.91
17664,2011-05-11 14:17:00,2011-11-21 11:29:00,2,604.64,604,19,2,604.64,Active,604.64
17666,2011-10-05 11:06:00,2011-12-06 09:06:00,2,728.16,596,4,2,728.16,Active,728.16
17667,2011-02-14 09:24:00,2011-10-04 14:32:00,5,2055.51,1033,66,5,2055.51,At Risk,2055.51
17668,2011-11-01 14:45:00,2011-12-08 13:25:00,2,347.75,93,1,2,347.75,Active,347.75
17669,2011-04-04 10:11:00,2011-10-28 08:53:00,7,3406.7200000000003,1916,43,7,3406.7200000000003,At Risk,3406.7200000000003
17670,2011-04-26 09:12:00,2011-04-26 09:12:00,1,205.7,110,228,1,205.7,Churned,205.7
17671,2010-12-09 14:27:00,2011-11-24 12:21:00,4,1572.71,772,16,4,1572.71,Active,1572.71
17672,2011-02-03 13:29:00,2011-10-20 14:18:00,2,3178.17,1690,50,2,3178.17,At Risk,3178.17
17673,2011-01-23 15:16:00,2011-12-08 12:50:00,6,1629.12,1487,2,6,1629.12,Active,1629.12
17674,2010-12-06 10:20:00,2011-09-26 13:35:00,2,551.04,672,74,2,551.04,At Risk,551.04
17675,2010-12-07 13:22:00,2011-12-08 18:03:00,31,20374.28,8360,1,31,20374.28,Active,20374.28
17676,2010-12-08 13:49:00,2011-12-05 15:16:00,6,1387.68,932,4,6,1387.68,Active,1387.68
17677,2010-12-06 08:42:00,2011-12-08 09:56:00,30,16363.23,9775,2,30,16363.23,Active,16363.23
17678,2011-03-21 11:52:00,2011-03-21 11:52:00,1,298.11,207,264,1,298.11,Churned,298.11
17679,2011-09-15 10:35:00,2011-10-18 07:43:00,2,1992.1100000000001,729,53,2,1992.1100000000001,At Risk,1992.1100000000001
17680,2011-11-16 12:42:00,2011-11-16 12:42:00,1,184.4,96,24,1,184.4,Active,184.4
17682,2010-12-06 13:35:00,2011-11-29 15:59:00,6,2474.33,1367,10,6,2474.33,Active,2474.33
17684,2011-10-27 11:10:00,2011-10-27 11:10:00,1,239.41,145,44,1,239.41,At Risk,239.41
17685,2010-12-02 14:42:00,2011-11-23 11:36:00,7,3191.53,1956,17,7,3191.53,Active,3191.53
17686,2011-02-10 10:18:00,2011-12-02 15:39:00,7,5739.46,2478,7,7,5739.46,Active,5739.46
17690,2010-12-01 16:15:00,2011-11-09 15:17:00,15,4757.95,1773,30,15,4757.95,Active,4757.95
17691,2010-12-06 11:10:00,2010-12-16 17:20:00,2,290.40000000000003,134,358,2,290.40000000000003,Churned,290.40000000000003
17692,2010-12-15 13:37:00,2011-08-04 14:01:00,4,740.94,672,127,4,740.94,Churned,740.94
17693,2011-07-25 15:48:00,2011-07-25 15:48:00,1,200.47,231,137,1,200.47,Churned,200.47
17694,2011-07-21 12:00:00,2011-07-21 12:00:00,1,283.12,184,142,1,283.12,Churned,283.12
17695,2011-06-21 12:35:00,2011-07-31 10:40:00,2,765.34,779,132,2,765.34,Churned,765.34
17696,2010-12-10 09:51:00,2011-11-01 13:43:00,8,2285.71,1756,38,8,2285.71,At Risk,2285.71
17697,2011-04-17 15:40:00,2011-04-17 15:40:00,1,338.95,93,236,1,338.95,Churned,338.95
17698,2011-03-24 11:34:00,2011-03-24 11:34:00,1,154.95,93,261,1,154.95,Churned,154.95
17700,2011-03-03 16:34:00,2011-11-23 11:51:00,4,2534.64,1266,17,4,2534.64,Active,2534.64
17701,2011-04-01 12:25:00,2011-04-01 12:25:00,1,417.95,109,253,1,417.95,Churned,417.95
17702,2011-05-17 16:23:00,2011-11-09 16:03:00,4,1824.37,1353,30,4,1824.37,Active,1824.37
17703,2011-07-24 13:30:00,2011-11-04 15:51:00,3,798.74,590,35,3,798.74,At Risk,798.74
17704,2011-04-14 09:28:00,2011-06-24 09:40:00,2,885.19,343,169,2,885.19,Churned,885.19
17705,2011-02-11 10:57:00,2011-12-06 13:45:00,9,1823.52,963,3,9,1823.52,Active,1823.52
17706,2010-12-08 11:02:00,2011-12-05 13:34:00,17,10504.49,3899,4,17,10504.49,Active,10504.49
17707,2011-01-07 13:30:00,2011-06-07 15:03:00,2,152.4,144,185,2,152.4,Churned,152.4
17708,2011-01-19 10:09:00,2011-06-05 10:12:00,2,267.08,91,188,2,267.08,Churned,267.08
17709,2011-06-23 11:55:00,2011-06-23 11:55:00,1,137.45,17,170,1,137.45,Churned,137.45
17711,2011-02-23 11:32:00,2011-11-29 11:40:00,2,385.1,246,11,2,385.1,Active,385.1
17712,2011-10-26 12:28:00,2011-10-26 12:28:00,1,522.91,215,45,1,522.91,At Risk,522.91
17714,2011-01-23 10:32:00,2011-01-23 10:32:00,1,153.0,92,321,1,153.0,Churned,153.0
17715,2011-05-23 12:32:00,2011-05-23 12:32:00,1,326.4,384,201,1,326.4,Churned,326.4
17716,2011-03-17 10:38:00,2011-11-17 12:00:00,11,5655.99,3072,23,11,5655.99,Active,5655.99
17718,2011-04-21 13:39:00,2011-04-21 13:39:00,1,139.35,83,232,1,139.35,Churned,139.35
17719,2011-03-29 11:29:00,2011-11-02 10:36:00,15,5396.04,2466,38,15,5396.04,At Risk,5396.04
17720,2010-12-07 10:43:00,2011-11-13 15:04:00,4,1195.94,576,26,4,1195.94,Active,1195.94
17722,2010-12-08 12:41:00,2011-09-04 15:22:00,4,2424.04,1595,96,4,2424.04,Churned,2424.04
17723,2011-05-09 14:44:00,2011-08-04 18:37:00,6,3276.4000000000005,792,127,6,3276.4000000000005,Churned,3276.4000000000005
17724,2011-07-24 13:26:00,2011-09-29 15:26:00,3,1033.0,300,71,3,1033.0,At Risk,1033.0
17725,2011-03-17 19:47:00,2011-11-23 16:34:00,11,3439.08,2162,16,11,3439.08,Active,3439.08
17727,2011-11-24 17:06:00,2011-11-24 17:06:00,1,1060.25,645,15,1,1060.25,Active,1060.25
17728,2011-09-14 11:39:00,2011-12-06 08:52:00,3,2876.01,1469,4,3,2876.01,Active,2876.01
17730,2011-01-17 14:49:00,2011-12-06 15:43:00,13,5298.4800000000005,3576,3,13,5298.4800000000005,Active,5298.4800000000005
17731,2011-06-09 14:18:00,2011-09-21 15:02:00,4,1240.11,493,79,4,1240.11,At Risk,1240.11
17732,2010-12-02 09:29:00,2010-12-02 09:29:00,1,303.97,93,373,1,303.97,Churned,303.97
17733,2011-03-23 09:54:00,2011-11-01 08:16:00,2,692.19,463,39,2,692.19,At Risk,692.19
17734,2011-04-20 10:04:00,2011-10-17 12:33:00,3,700.63,422,54,3,700.63,At Risk,700.63
17735,2010-12-07 10:32:00,2011-12-07 16:47:00,19,13110.02,8439,2,19,13110.02,Active,13110.02
17736,2011-08-18 14:33:00,2011-11-30 15:36:00,3,377.44,238,9,3,377.44,Active,377.44
17737,2011-10-12 14:42:00,2011-11-30 15:16:00,2,168.24,108,9,2,168.24,Active,168.24
17738,2011-03-02 16:26:00,2011-11-20 15:05:00,4,1879.05,1029,19,4,1879.05,Active,1879.05
17739,2010-12-14 14:26:00,2011-11-28 09:12:00,7,2791.35,861,12,7,2791.35,Active,2791.35
17742,2011-01-11 10:04:00,2011-08-18 15:28:00,2,355.11,89,113,2,355.11,Churned,355.11
17744,2010-12-16 14:17:00,2011-12-06 12:11:00,6,2322.4,3412,4,6,2322.4,Active,2322.4
17746,2011-04-13 14:31:00,2011-04-13 14:31:00,1,110.25,29,240,1,110.25,Churned,110.25
17747,2011-08-19 08:13:00,2011-08-19 08:13:00,1,71.4,12,113,1,71.4,Churned,71.4
17749,2011-03-28 13:39:00,2011-06-14 15:45:00,2,674.52,320,178,2,674.52,Churned,674.52
17750,2011-06-28 15:44:00,2011-12-04 14:09:00,9,1797.57,3957,5,9,1797.57,Active,1797.57
17752,2010-12-15 16:19:00,2010-12-15 16:19:00,1,80.64,192,359,1,80.64,Churned,80.64
17754,2011-03-24 13:54:00,2011-12-09 11:20:00,5,1772.26,1869,1,5,1772.26,Active,1772.26
17757,2010-12-02 17:17:00,2011-12-08 15:31:00,30,5605.29,3320,1,30,5605.29,Active,5605.29
17758,2011-04-03 15:22:00,2011-11-20 14:45:00,8,3456.7,2091,19,8,3456.7,Active,3456.7
17759,2011-06-23 13:35:00,2011-11-22 16:02:00,3,834.99,708,17,3,834.99,Active,834.99
17760,2010-12-01 15:08:00,2011-11-18 10:56:00,2,287.59,239,22,2,287.59,Active,287.59
17761,2011-11-07 10:23:00,2011-11-07 10:23:00,1,712.78,398,33,1,712.78,At Risk,712.78
17763,2011-03-21 14:25:00,2011-03-21 14:25:00,1,15.0,12,263,1,15.0,Churned,15.0
17764,2011-05-12 16:11:00,2011-10-20 11:03:00,2,818.82,395,51,2,818.82,At Risk,818.82
17765,2011-03-28 11:58:00,2011-07-04 12:41:00,3,371.88,144,159,3,371.88,Churned,371.88
17767,2011-11-24 14:42:00,2011-11-24 14:42:00,1,271.2,128,15,1,271.2,Active,271.2
17768,2011-06-26 13:46:00,2011-12-01 13:22:00,3,2273.1800000000003,1186,8,3,2273.1800000000003,Active,2273.1800000000003
17769,2011-01-23 11:15:00,2011-11-27 11:18:00,10,3997.98,1862,13,10,3997.98,Active,3997.98
17770,2011-03-02 13:35:00,2011-05-25 12:34:00,5,1143.27,365,199,5,1143.27,Churned,1143.27
17771,2011-01-20 14:13:00,2011-10-14 11:43:00,2,245.81,287,57,2,245.81,At Risk,245.81
17772,2011-11-29 10:57:00,2011-11-29 11:05:00,2,182.77,58,11,2,182.77,Active,182.77
17774,2011-02-07 13:13:00,2011-09-04 12:49:00,4,1225.41,512,97,4,1225.41,Churned,1225.41
17775,2011-03-30 10:50:00,2011-03-30 10:50:00,1,56.4,72,255,1,56.4,Churned,56.4
17777,2011-08-31 14:35:00,2011-11-15 12:02:00,3,665.86,507,25,3,665.86,Active,665.86
17779,2011-07-19 12:19:00,2011-11-18 14:15:00,3,658.57,397,21,3,658.57,Active,658.57
17781,2011-03-31 19:54:00,2011-07-03 16:00:00,2,188.02,34,159,2,188.02,Churned,188.02
17783,2011-04-06 10:07:00,2011-09-28 16:07:00,2,283.47,354,72,2,283.47,At Risk,283.47
17785,2011-10-17 13:43:00,2011-10-17 13:43:00,1,131.94,67,53,1,131.94,At Risk,131.94
17786,2011-01-26 14:35:00,2011-09-15 12:51:00,2,278.74,200,85,2,278.74,At Risk,278.74
17787,2010-12-03 13:43:00,2011-07-10 11:24:00,4,1865.19,910,153,4,1865.19,Churned,1865.19
17788,2011-08-02 10:38:00,2011-09-27 10:09:00,2,1117.9,211,74,2,1117.9,At Risk,1117.9
17789,2011-03-03 13:14:00,2011-03-03 13:14:00,1,225.9,74,281,1,225.9,Churned,225.9
17790,2010-12-10 10:47:00,2011-11-13 11:30:00,14,1965.55,836,27,14,1965.55,Active,1965.55
17791,2011-11-10 12:09:00,2011-11-10 12:09:00,1,106.1,46,30,1,106.1,Active,106.1
17793,2011-11-14 14:24:00,2011-11-14 14:24:00,1,323.04,232,25,1,323.04,Active,323.04
17795,2011-03-20 12:02:00,2011-06-13 12:36:00,2,350.39,341,180,2,350.39,Churned,350.39
17796,2010-12-05 12:23:00,2011-10-30 15:38:00,4,697.9,178,40,4,697.9,At Risk,697.9
17797,2011-06-10 11:29:00,2011-11-17 13:21:00,3,780.43,498,22,3,780.43,Active,780.43
17799,2010-12-13 13:10:00,2011-11-17 15:16:00,10,3055.93,1758,22,10,3055.93,Active,3055.93
17800,2011-01-09 13:50:00,2011-11-02 12:57:00,9,1199.01,736,37,9,1199.01,At Risk,1199.01
17802,2010-12-02 13:44:00,2011-09-18 14:56:00,3,1285.04,752,82,3,1285.04,At Risk,1285.04
17805,2011-09-27 11:49:00,2011-09-27 11:49:00,1,512.31,478,74,1,512.31,At Risk,512.31
17806,2011-11-28 14:12:00,2011-11-28 14:12:00,1,546.04,727,11,1,546.04,Active,546.04
17809,2010-12-01 09:41:00,2011-11-23 12:59:00,12,5411.91,2057,16,12,5411.91,Active,5411.91
17811,2011-01-10 10:58:00,2011-12-05 13:46:00,39,7837.7300000000005,4177,4,39,7837.7300000000005,Active,7837.7300000000005
17812,2010-12-06 15:27:00,2011-11-27 11:47:00,4,732.16,350,13,4,732.16,Active,732.16
17813,2011-09-29 15:57:00,2011-11-25 16:13:00,5,1770.88,790,14,5,1770.88,Active,1770.88
17816,2010-12-09 14:10:00,2011-11-03 11:34:00,4,36.56,30,37,4,36.56,At Risk,36.56
17817,2011-03-07 17:30:00,2011-12-05 14:39:00,3,387.68,67,4,3,387.68,Active,387.68
17819,2010-12-03 14:26:00,2011-09-29 10:52:00,7,3704.87,1031,72,7,3704.87,At Risk,3704.87
17824,2011-10-19 14:14:00,2011-10-19 14:14:00,1,298.4,408,51,1,298.4,At Risk,298.4
17827,2010-12-10 10:18:00,2011-12-04 15:00:00,5,1995.46,1247,5,5,1995.46,Active,1995.46
17828,2011-06-08 08:31:00,2011-11-17 08:41:00,4,1820.09,667,23,4,1820.09,Active,1820.09
17829,2011-02-14 12:46:00,2011-02-14 12:46:00,1,889.24,496,299,1,889.24,Churned,889.24
17830,2011-02-24 10:15:00,2011-12-08 12:28:00,3,398.7,92,2,3,398.7,Active,398.7
17831,2011-11-06 15:09:00,2011-11-06 15:09:00,1,35.400000000000006,12,33,1,35.400000000000006,At Risk,35.400000000000006
17832,2011-10-21 11:43:00,2011-10-21 11:43:00,1,155.37,208,50,1,155.37,At Risk,155.37
17835,2011-11-16 16:30:00,2011-12-07 11:48:00,3,350.64,348,3,3,350.64,Active,350.64
17836,2011-10-23 16:13:00,2011-10-23 16:13:00,1,110.21000000000001,88,47,1,110.21000000000001,At Risk,110.21000000000001
17837,2011-06-29 16:44:00,2011-10-28 16:13:00,8,1593.38,518,42,8,1593.38,At Risk,1593.38
17838,2010-12-02 15:55:00,2011-11-13 11:20:00,5,2779.3,1879,27,5,2779.3,Active,2779.3
17839,2011-10-28 17:27:00,2011-10-28 17:27:00,1,338.8,285,42,1,338.8,At Risk,338.8
17841,2010-12-01 14:41:00,2011-12-08 12:07:00,124,40991.57,23071,2,124,40991.57,Active,40991.57
17843,2011-02-09 15:33:00,2011-02-09 15:33:00,1,205.48,113,303,1,205.48,Churned,205.48
17844,2011-08-25 11:27:00,2011-08-25 11:27:00,1,51.559999999999995,52,107,1,51.559999999999995,Churned,51.559999999999995
17846,2011-09-15 15:20:00,2011-09-15 15:20:00,1,2033.1,1,85,1,2033.1,At Risk,2033.1
17848,2010-12-16 18:38:00,2011-09-19 16:49:00,9,901.2,398,81,9,901.2,At Risk,901.2
17849,2011-01-10 11:59:00,2011-05-05 13:46:00,4,605.8000000000001,114,218,4,605.8000000000001,Churned,605.8000000000001
17850,2010-12-01 08:26:00,2010-12-02 15:27:00,34,5391.21,1733,372,34,5391.21,Churned,5391.21
17852,2011-11-28 12:31:00,2011-11-28 12:36:00,2,114.34,53,12,2,114.34,Active,114.34
17854,2011-04-26 16:53:00,2011-06-07 16:21:00,2,311.26,84,185,2,311.26,Churned,311.26
17855,2010-12-02 09:44:00,2010-12-02 09:44:00,1,208.97,197,373,1,208.97,Churned,208.97
17856,2011-03-03 11:40:00,2011-12-08 09:40:00,4,1418.03,842,2,4,1418.03,Active,1418.03
17857,2010-12-09 11:35:00,2011-12-05 13:13:00,23,26879.04,19256,4,23,26879.04,Active,26879.04
17858,2010-12-05 13:08:00,2011-12-04 11:56:00,12,5155.66,2706,6,12,5155.66,Active,5155.66
17859,2011-02-08 10:32:00,2011-02-08 10:32:00,1,148.21,127,305,1,148.21,Churned,148.21
17860,2010-12-06 12:41:00,2010-12-06 12:41:00,1,252.8,104,369,1,252.8,Churned,252.8
17861,2011-01-24 11:34:00,2011-12-06 16:21:00,8,2100.8,1988,3,8,2100.8,Active,2100.8
17862,2011-01-20 12:23:00,2011-01-20 12:23:00,1,330.9,100,324,1,330.9,Churned,330.9
17863,2010-12-05 13:21:00,2011-10-11 13:45:00,6,3160.0,2638,59,6,3160.0,At Risk,3160.0
17864,2011-03-09 11:44:00,2011-11-27 11:15:00,3,597.5,810,13,3,597.5,Active,597.5
17865,2010-12-10 14:53:00,2011-11-09 12:08:00,20,10526.32,5757,31,20,10526.32,At Risk,10526.32
17866,2011-07-20 11:07:00,2011-07-20 11:07:00,1,329.65000000000003,174,143,1,329.65000000000003,Churned,329.65000000000003
17867,2011-02-24 12:25:00,2011-11-09 14:15:00,6,1197.1000000000001,542,30,6,1197.1000000000001,Active,1197.1000000000001
17869,2010-12-06 17:16:00,2011-08-24 16:16:00,5,428.18,111,107,5,428.18,Churned,428.18
17870,2010-12-08 08:12:00,2011-12-07 15:07:00,12,1894.35,1401,2,12,1894.35,Active,1894.35
17871,2011-05-19 11:32:00,2011-05-19 11:32:00,1,155.9,182,205,1,155.9,Churned,155.9
17873,2010-12-01 14:54:00,2011-09-20 16:41:00,5,1859.16,1047,80,5,1859.16,At Risk,1859.16
17874,2011-03-29 11:25:00,2011-06-07 12:54:00,6,683.46,221,185,6,683.46,Churned,683.46
17877,2011-06-22 13:00:00,2011-06-22 13:00:00,1,237.61,98,170,1,237.61,Churned,237.61
17878,2011-10-27 11:24:00,2011-10-27 11:24:00,1,379.45,401,44,1,379.45,At Risk,379.45
17879,2011-06-19 12:36:00,2011-06-19 12:36:00,1,178.52,45,174,1,178.52,Churned,178.52
17880,2010-12-10 10:21:00,2010-12-10 10:21:00,1,458.92,314,365,1,458.92,Churned,458.92
17881,2011-02-08 17:16:00,2011-02-08 17:16:00,1,133.35,32,304,1,133.35,Churned,133.35
17883,2011-04-07 19:16:00,2011-12-06 17:49:00,4,671.77,379,3,4,671.77,Active,671.77
17884,2010-12-03 12:11:00,2011-12-06 11:33:00,4,717.45,854,4,4,717.45,Active,717.45
17885,2011-11-27 14:40:00,2011-11-27 14:40:00,1,190.19,167,12,1,190.19,Active,190.19
17886,2011-04-04 12:34:00,2011-11-08 10:09:00,3,899.61,481,32,3,899.61,At Risk,899.61
17887,2011-08-02 17:29:00,2011-08-02 17:29:00,1,111.35,30,129,1,111.35,Churned,111.35
17888,2010-12-17 13:56:00,2011-11-18 13:45:00,8,726.05,980,21,8,726.05,Active,726.05
17889,2011-01-21 17:14:00,2011-05-11 16:26:00,2,203.87,79,212,2,203.87,Churned,203.87
17890,2010-12-13 15:12:00,2011-01-21 11:19:00,2,602.09,416,323,2,602.09,Churned,602.09
17891,2011-06-30 20:08:00,2011-06-30 20:08:00,1,203.85999999999999,393,162,1,203.85999999999999,Churned,203.85999999999999
17892,2011-07-07 12:56:00,2011-10-14 16:49:00,3,244.1,109,56,3,244.1,At Risk,244.1
17893,2011-04-28 13:50:00,2011-04-28 13:50:00,1,112.25,161,225,1,112.25,Churned,112.25
17894,2010-12-08 14:50:00,2011-09-29 09:23:00,8,1119.81,405,72,8,1119.81,At Risk,1119.81
17895,2011-10-26 17:00:00,2011-10-26 17:00:00,1,98.0,130,44,1,98.0,At Risk,98.0
17896,2011-11-16 13:59:00,2011-11-16 13:59:00,1,256.32,288,23,1,256.32,Active,256.32
17897,2010-12-01 12:31:00,2011-06-20 11:23:00,3,566.6,229,173,3,566.6,Churned,566.6
17898,2011-05-16 17:13:00,2011-09-15 14:56:00,2,152.06,190,85,2,152.06,At Risk,152.06
17899,2011-07-03 14:58:00,2011-07-03 14:58:00,1,155.8,171,159,1,155.8,Churned,155.8
17900,2011-06-02 14:28:00,2011-06-02 14:38:00,2,112.19999999999999,73,190,2,112.19999999999999,Churned,112.19999999999999
17901,2011-11-10 17:29:00,2011-11-10 17:29:00,1,110.38,24,29,1,110.38,Active,110.38
17904,2011-11-18 12:57:00,2011-11-18 12:57:00,1,191.67000000000002,63,21,1,191.67000000000002,Active,191.67000000000002
17905,2010-12-01 13:21:00,2011-09-29 17:33:00,4,800.24,407,71,4,800.24,At Risk,800.24
17906,2011-04-06 17:25:00,2011-04-06 17:25:00,1,72.9,26,247,1,72.9,Churned,72.9
17908,2010-12-01 11:45:00,2010-12-01 11:45:00,1,243.28,173,374,1,243.28,Churned,243.28
17911,2011-11-30 14:52:00,2011-11-30 14:52:00,1,366.23,223,9,1,366.23,Active,366.23
17912,2010-12-10 11:11:00,2011-02-02 14:25:00,5,311.01,185,310,5,311.01,Churned,311.01
17913,2010-12-19 11:35:00,2011-10-12 10:45:00,2,411.6,289,59,2,411.6,At Risk,411.6
17914,2011-12-06 11:58:00,2011-12-06 11:58:00,1,336.43,473,4,1,336.43,Active,336.43
17917,2010-12-12 12:08:00,2011-10-25 13:20:00,3,341.28,187,45,3,341.28,At Risk,341.28
17919,2011-09-12 13:41:00,2011-09-12 13:41:00,1,1304.04,756,88,1,1304.04,At Risk,1304.04
17920,2010-12-01 11:49:00,2011-12-05 14:29:00,17,4204.1,2516,4,17,4204.1,Active,4204.1
17921,2011-03-18 13:19:00,2011-10-06 18:56:00,4,826.52,430,64,4,826.52,At Risk,826.52
17923,2011-03-02 15:15:00,2011-03-02 15:15:00,1,207.50000000000003,50,282,1,207.50000000000003,Churned,207.50000000000003
17924,2010-12-01 10:51:00,2011-11-28 09:11:00,7,2962.5,1160,12,7,2962.5,Active,2962.5
17925,2010-12-02 10:10:00,2010-12-02 10:10:00,1,244.08,72,373,1,244.08,Churned,244.08
17926,2011-05-20 09:24:00,2011-07-29 14:39:00,2,397.29,306,133,2,397.29,Churned,397.29
17928,2011-04-07 18:03:00,2011-10-25 13:52:00,2,212.54,140,45,2,212.54,At Risk,212.54
17929,2011-02-04 11:40:00,2011-11-28 16:01:00,4,843.0,108,11,4,843.0,Active,843.0
17930,2011-04-14 15:46:00,2011-11-04 10:23:00,5,1740.48,1594,36,5,1740.48,At Risk,1740.48
17931,2011-03-29 12:31:00,2011-07-28 18:33:00,2,408.36,249,134,2,408.36,Churned,408.36
17932,2011-05-12 13:58:00,2011-11-10 19:49:00,3,1331.57,789,29,3,1331.57,Active,1331.57
17934,2011-10-12 10:50:00,2011-10-19 11:16:00,2,704.25,478,52,2,704.25,At Risk,704.25
17935,2011-07-21 11:23:00,2011-07-24 13:18:00,2,145.79,82,138,2,145.79,Churned,145.79
17936,2011-12-04 13:32:00,2011-12-04 13:32:00,1,389.84,262,5,1,389.84,Active,389.84
17937,2010-12-12 14:43:00,2011-12-01 11:45:00,7,4301.22,1754,9,7,4301.22,Active,4301.22
17939,2011-07-03 12:27:00,2011-07-03 12:27:00,1,99.14,40,160,1,99.14,Churned,99.14
17940,2011-02-10 09:29:00,2011-10-21 13:27:00,10,4106.4400000000005,9755,49,10,4106.4400000000005,At Risk,4106.4400000000005
17941,2011-08-01 08:30:00,2011-08-01 08:30:00,1,304.56,252,131,1,304.56,Churned,304.56
17942,2011-12-02 10:45:00,2011-12-02 10:45:00,1,77.50000000000001,38,8,1,77.50000000000001,Active,77.50000000000001
17946,2011-03-25 14:34:00,2011-04-20 17:00:00,2,149.57999999999998,75,233,2,149.57999999999998,Churned,149.57999999999998
17947,2011-11-02 13:05:00,2011-11-02 13:05:00,1,176.68,168,37,1,176.68,At Risk,176.68
17948,2011-07-15 12:58:00,2011-07-15 12:58:00,1,358.56000000000006,144,147,1,358.56000000000006,Churned,358.56000000000006
17949,2010-12-03 13:12:00,2011-12-08 18:46:00,45,58510.48,30546,1,45,58510.48,Active,58510.48
17950,2010-12-09 15:16:00,2011-09-28 15:18:00,3,482.2,366,72,3,482.2,At Risk,482.2
17951,2010-12-01 12:40:00,2011-10-31 12:30:00,3,1008.5400000000001,616,40,3,1008.5400000000001,At Risk,1008.5400000000001
17954,2010-12-03 14:18:00,2011-12-04 14:15:00,12,2332.72,2234,5,12,2332.72,Active,2332.72
17955,2011-05-04 12:29:00,2011-05-25 12:00:00,4,557.3,273,199,4,557.3,Churned,557.3
